sentenceA	sentenceB	label
Brendan Gill, der frühere Generalvorsitzende der Bexar County group, sagte, dass er die Fusion seitdem als eine positive Maßnahme für Südtexas sieht.	Brendan Gill hat Geld aus der Fusion verdient.	neutral
ein Mädchen in einem weißen Pelz Parka und Stiefel zu sehen	Das Mädchen ist ganz in Rot gekleidet.	contradiction
Wir lebten davon, ähm, 85 in Mallard Creek, wo derzeit die 485 sind, besteht jetzt der Anlass mehr als damals vor zehn Jahren, wo wir wegen der 485 umziehen mussten.	Wir lebten dort viele Jahre lang.	entailment
In der Mitte des Platzes befindet sich der Granit-Weltkugelbrunnen von Joachim Schmettau, der von den Einheimischen liebevoll Wasserknödel getauft wurde.	Weltkugelbrunnen ist aus Granit gefertigt.	entailment
Wenn wir unabhängig werden, helfen Sie uns bitte, die Auszeichnung Ihres Abschlusses zu stärken.	Wir hoffen, dass Sie uns helfen werden, wenn wir unabhängig werden.	entailment
"Hallo all e zusammen. Mein Virenprogramm AntiVir hat ein Trojanisches Pferd in meinem System entdeckt. Es
            fragt mich was ich damit machen will und wenn ich auf löschen klicke erscheint es das nächste Mal wieder.
            Auch wenn ich andere kostenlose Virenprogramme benutze, finde ich den Trojaner zwar, aber in diesem Moment
            kommt wieder dieses Fenster von AntiVir und fragt mich was ich damit machen will. Dann drücke ich löschen
            und das Virenprgramm sucht normal weiter, ohne den Trojaner zu beachten. Wer kann mir sagen wie ich diesen
            Trojaner löschen kann? Wo er ist weiß ich ja schon. Vielen Dank im Voraus Pedro
        "	Unter dem Betriebssystem Windows Vista 64Bit kommt es zu einer hohen Auslastung der CPU.	contradiction
ähm du denkst aber nicht dass das eine Entscheidung ist, mit der du dich wohl fühlen wirst weil	Sie sind mit dieser Entscheidung zufrieden.	contradiction
Die Mandalamitglieder der unzähligen Stapel an Mandala dier?	Mandala-Mitglieder sterben.	entailment
Sie stellen sich eine dyadische Regierungsauffassung vor, der Einzelne stellt sich gegen den Staat.	Die vorgestellte Dynamik der Regierung war wie Menschen gegen Bundesland.	entailment
Konsistenz ist eine Form von Ritualismus.	Ritualismus wird geschätzt, weil er zu einem einheitlichen Ergebnis führt.	neutral
Falldateien müssen möglicherweise für Kunden übersetzt werden, die eine andere Sprache als Englisch sprechen.	Falldateien dürfen nur auf Englisch sein.	contradiction
"hi, Mein pc ist eigentlich ganz in ordung funkioniert ganz gut auser das wenn ich defragmentieren moechte, er
            immer obstuerzt, und von alleine wider hoch faehrt. Was kann ich tun damit ich defragmentieren kann ohne das
            es bei der haelfte ab stuertzt? und warum stuerzt er immer ab . habe auch schon einene wirenscan
            durchgenomen und er sagt das ich keinen virus oder so was habe. vielen lieben dank schon mal im vorraus
        "	"Mein Computer hängt sich auf wenn ich Dateien von der externen Festplatte auf die eingebaute an die
            Datensicherungskontrolle übertragen will.
        "	contradiction
"CPU:Intel Q6600 Board:ASUS maximus extreme Ram:1gb osx Fp:Westerndigital 160gb s-ata Gk:Geforce 8800GTX
            Windows XP PS3 Ich habe heute alles zusammengebaut, aber aheb folgende probleme... 1.Der PC brauch ca
            5-10min zum booten. 2.Nach dem Starten hängt der pc sich ständig auf. 3.Bei dem Prog Pobre2 wird angezeigt
            der die Dram & Dram ref zu niedrig sind 4.beim booten wird ''Pri Master Hard Disk : S.M.A.R.T. Status
            BAD, Backup and Replace Press F1 to Resume.'' wenn ich denn F1 drücke fährt der pc weiter hoch. MFG (bitte
            um schnelle antwort)
        "	ich erhalte beim Öffnen des P5Q Deluxe-Sammelthreads eine Virenmeldung.	contradiction
Auf der anderen Seite hatte er Mark Twain zwischen sich und dem Tageslicht.	Mark Twain kann ihn nicht aufhalten.	contradiction
Für einen Moment stand sie schnell atmend vor ihm, während die Farbe aus ihrem Gesicht wich und dann wiederkehrte.	Sie war ruhig und kollegiert, und gab keine Zeichen von Ungeduld oder Sorge von sich.	contradiction
Sie waren wahrscheinlich nicht die Brillantesten Menschen auf der Welt, aber sie, äh, waren sympathisch und waren, äh, an Menschen interessiert die studieren wollten.	Sie waren über hinaus großartig, aber detestierte jemand der studierte mit Mühe.	contradiction
Um einige der Auswirkungen von Cluny auf die umliegende Landschaft zu sehen, besuchen wir einige der Dörfer, deren romanische Kirchen von Clunys Architekten gebaut wurden, darunter Saint-Vincent-des-Prés, Taize, Berze-la-Ville und Malay.	Besuch ein paar Dörfer.	entailment
Sich selbst überlassen, ist diese Reaktion exergonisch und wird in Gegenwart von überschüssigen Trimeren, verglichen mit dem Gleichgewichtsverhältnis von Hexamer zu Trimeren, durch Synthese des Hexamers exergonisch in Richtung Gleichgewicht fließen.	Diese Reaktion, wenn nicht eingegriffen, kann Jahrtausenden dauern.	neutral
Der Senat stimmte überein, dass eine neue Behörde die Forschung an Atomwaffen überwachen sollte.	Der Senat schlug vor, dass sich eine neue Agentur mit der Atomwaffenforschung beschäftigt.	neutral
Ja gut, es, es ist nicht, nicht legal eine Kurzwaffe in Texas aber nein, es ist nicht du kannst es in deinem Haus haben	Es ist ein Verbrechen, in Texas in der Öffentlichkeit eine Waffe zu tragen.	neutral
"hi, wie mir counter spy sagt, habe ich mir anscheinend den virtumonde-virus eingefangen, bringe ihn aber
            damit nicht weg. mein problem äussert sich insofern, dass sich bei allen anwendungen der explorer alle paar
            sekunden aufhängt, alles verschwindet, einen schwarzen bildschirm zurücklässt und ich nur noch in dem
            fenster arbeiten kann, in dem ich mich gerade befinde. auch wenn ich den explorer im taskmanager starte,
            bleibt es nicht lang so.
        "	Bei der Defragmentierung meines Rechners tauchen Schwierigkeiten auf.	contradiction
Das ist wahrscheinlich das Signal um vor Anker zu gehen, sagte Blood, mit der gleichen teilnahmslosen Stimme; und er stöhnte.	Blood war in ein High-Stakes-Pokerspiel vertieft.	neutral
Nancy Griffin schreibt in Hollywood Strikes Back, dass Michael Eisner seinem ehemaligen Freund Mike Ovity einen Olivenzweig reichte, aber Ovitz sich weigerte, diesen anzunehmen.	Es wurde berichtet, dass Michael Eisner vergeblich versuchte, es mit seinem ehemaligen Freund Mike Ovitz wieder gutzumachen.	entailment
WAS IST DIE SENIOREN HERAUSFORDERUNG?	Wir fordern Senioren auf, jeden Tag eine Meile zu laufen.	neutral
"hi, Mein pc ist eigentlich ganz in ordung funkioniert ganz gut auser das wenn ich defragmentieren moechte, er
            immer obstuerzt, und von alleine wider hoch faehrt. Was kann ich tun damit ich defragmentieren kann ohne das
            es bei der haelfte ab stuertzt? und warum stuerzt er immer ab . habe auch schon einene wirenscan
            durchgenomen und er sagt das ich keinen virus oder so was habe. vielen lieben dank schon mal im vorraus
        "	Der Virtumonde-Virus kann nicht gelöscht werden.	contradiction
Als örtliche Gastgeberorganisation für den Nationalrat der internationalen Besucher, das Südafrika-Praktikantentenprogramm und das chinesische medizinische Praktikantenprogramm, hat das Zentrum 1999 über 100 Gäste in Mitten von Indiana empfangen.	Das Zentrum freute sich, im Juli 100 südafrikanische College-Studenten begrüßen zu können.	neutral
Nicht zufrieden damit Clinton moralisch zu schänden, seine Gegner versuchten seine Vertuschung der Lewinsky Affäre in Verbrechen und wegen Amtsvergehen anklagbar zu machen.	Clintons Affäre mit Lewinsky war eine moralische Schande für die Demokratische Partei und verursachte die Niederlage von Gore, als er für das Präsidentenamt kandidierte.	neutral
Es wäre äußerst schwierig für einen Rechtsanwalt in Kalifornien zu wissen ob ein Kunde, der in Arizona in einem Migrantenstrom gearbeitet hat, vorübergehend die Grenze nach Mexiko überschritten hat.	Der Anwalt kann die Informationen durch das Netzwerk der Wanderarbeitnehmer erhalten.	neutral
Sie sind in Reichweite, rief Ogle.	Ogle sagte, sie wären erreichbar.	entailment
Rätsel sind lustig und auch lehrreich.	Rätsel sind langweilig und lehren einem nichts.	contradiction
Der Terrorismus, der von Bin Ladin und al-Qaida gefördert wurde, unterschied sich von allem dass die Regierung zuvor erlebt hatte.	Bin Ladin und al Qaeda waren total verantwortlich für den Terrorismus.	neutral
Gibt es einen besseren Weg? forderte er.	Er wollte wissen, ob es einen besseren Weg gibt.	entailment
Ihre Beiträge zum Jahresfonds auf Ebene der Männerchor-Gesellschaft haben die Schule maßgeblich unterstützt.	Die Männerchor-Gesellschaft erhält Spenden.	entailment
Veränderung sind Personalverkleinerung, Veränderungen der Vertragsmethoden und Geschäft	Sie feuern ein paar Leute.	entailment
"Hallo all e zusammen. Mein Virenprogramm AntiVir hat ein Trojanisches Pferd in meinem System entdeckt. Es
            fragt mich was ich damit machen will und wenn ich auf löschen klicke erscheint es das nächste Mal wieder.
            Auch wenn ich andere kostenlose Virenprogramme benutze, finde ich den Trojaner zwar, aber in diesem Moment
            kommt wieder dieses Fenster von AntiVir und fragt mich was ich damit machen will. Dann drücke ich löschen
            und das Virenprgramm sucht normal weiter, ohne den Trojaner zu beachten. Wer kann mir sagen wie ich diesen
            Trojaner löschen kann? Wo er ist weiß ich ja schon. Vielen Dank im Voraus Pedro
        "	"Ich habe auf meinem Asus P5Q neue Treiber installiert und nun funktioniert mein Betriebssystem nicht mehr.
        "	contradiction
"Es gibt bei m ir zwei Probleme bei der Ausführung des Tools unter Vista. 1) Vista blockiert die Ausführung
            mit dem Kommentar '' ...Sie verfügen eventuell nicht über ausreichende Berechtigungen... '' und 2) F-Secure
            gibt eine Malware-Warnung aus '' W32/Suspicious_U.gen '' Virus. Ist die Viruswarnung nur ein Fehlalarm? Wie
            umgehe ich die Blockierung durch Vista? Kann da jemand helfen? (URL)
        "	Beim Öffnen des P5Q Deluxe-Sammelthreads erhalte ich eine Virusmeldung.	contradiction
Ich bin gedrückt, teilte sie ihm mit.	Sie war erleichtert, nachdem sie sich ihm anvertraut hatte.	contradiction
Also, angesichts der Tatsache, dass Bill Bradley in St. Louis aufgewachsen war, warte, entschuldigung, würde nur lustig sein wenn Al Gore in Tennessee aufgewachsen wär.	Bradley kam aus Arkansas.	contradiction
Eines Tages wird die Technologie, die heute Märkte für Visionäre schafft, so alltäglich wie eine Glühbirne sein.	Technik wird nach einer Weile langweilig.	entailment
Also, Oma stand auf, lief etwa die Treppe hinunter zur Veranda hinaus und dann ist sie zur Straße gelaufen und stand dann einfach nur da.	Oma blieb auf der Veranda.	contradiction
Es ist wirklich schlimm hier draußen, wir hatten eben erst eine Schießerei auf dem Freeway, circa drei Blocks von unserem Haus entfernt	Es gab ein Schießerei in der Nähe meines Hauses, es ist wirklich nicht gut in dieser Gegend.	entailment
Wenn diese Technik funktioniert, dann hast du eine starke Geschichte, auch wenn es eine ist, deren Thema erst etwa im dritten Absatz enthüllt wird.	Diese Technik des Geschichtenschreibens zahlt sich aus, wenn Sie den dritten Absatz erreichen.	entailment
Die Zusammenarbeit von South Carolina führte im folgenden Jahr zu einem weiteren Erfolg.	Niemand in South Carolina arbeitete zusammen.	contradiction
Und ich dachte OK und das war es dann!	Als ich ja sagte, entschieden wir, dass wir an diesem Tag heiraten würden.	neutral
Wenn dem so ist, könnten sie veranlasst werden, diese Ausgabe zu kaufen, weil sie 55 Seiten mit Wörtern, Definitionen und Zitaten enthält, die noch nicht veröffentlicht wurden.	Diese Ausgabe ist die gleiche wie die vorherige Ausgabe.	contradiction
"CPU:Intel Q6600 Board:ASUS maximus extreme Ram:1gb osx Fp:Westerndigital 160gb s-ata Gk:Geforce 8800GTX
            Windows XP PS3 Ich habe heute alles zusammengebaut, aber aheb folgende probleme... 1.Der PC brauch ca
            5-10min zum booten. 2.Nach dem Starten hängt der pc sich ständig auf. 3.Bei dem Prog Pobre2 wird angezeigt
            der die Dram & Dram ref zu niedrig sind 4.beim booten wird ''Pri Master Hard Disk : S.M.A.R.T. Status
            BAD, Backup and Replace Press F1 to Resume.'' wenn ich denn F1 drücke fährt der pc weiter hoch. MFG (bitte
            um schnelle antwort)
        "	Wegen fehlenden Systemrechten des Anwenders in Windows kann die Datei nicht gestartet werden.	contradiction
Lehmhäuser und -gebäude bieten ein Gefühl von Sicherheit und Schutz vor dem Lärm draußen, dank der zwei bis vier Fuß dicken Wände.	Menschen wohnen in Lehmhäusern.	entailment
"hi, Mein pc ist eigentlich ganz in ordung funkioniert ganz gut auser das wenn ich defragmentieren moechte, er
            immer obstuerzt, und von alleine wider hoch faehrt. Was kann ich tun damit ich defragmentieren kann ohne das
            es bei der haelfte ab stuertzt? und warum stuerzt er immer ab . habe auch schon einene wirenscan
            durchgenomen und er sagt das ich keinen virus oder so was habe. vielen lieben dank schon mal im vorraus
        "	Virenfreier Computer hat Probleme beim Defragmentieren.	entailment
Blood brach das Siegel auf und las.	Blut ist ein Mann.	neutral
"Hallo zusammen, Ich habe mir gestern ein paar Programme(OpenOffice, TuneUp,....) heruntergeladen, dann
            schalte ich den Computer aus. Heute am Morgen sehe ich eine Datei auf meinem Desktop, mit Namen
            dfljsdjfldjsfsdf.dll.exe , ich wollte sie löschen, aber ging nicht. So nach 3 Stunden sagte Avira plötzlich
            es sei ein TR/Dldr.Zlob.gzy Nun kann ich die Datei weder mit Avira noch selbständig löschen..... Nun brauche
            ich wieder mal eure Hilfe LG Crusader
        "	ich habe Treiber installiert und nun funktioniert die Kontrolle des USB nicht mehr richtig.	contradiction
"Hallo Ich habe folgendes Problem. Wenn ich Daten von einer USB Festplatte auf die Interne Platte kopiere
            hängt der ganze PC. Die Interne Platte hängt am Asus EZ Backup Controller und ist gespiegelt. Als
            Betriebsystem kommt Windows 2003 zum einsatz. Kennt jemand das Problem Und kann ich die Platten einfach
            umstecken auf den Intel Kontroller.???? Oder verliere ich alle Daten??
        "	"Ich habe auf meinem Asus P5Q neue Treiber installiert und nun funktioniert mein Betriebssystem nicht mehr.
        "	contradiction
"Wie stelle ich es an dass das Board dauerhaft auf GB Lan schaltet? Ich brauche es zwar nur wenn das NAS läuft
            aber einmal am Tag mache ich das Backup und wenn ich das NAS nach dem PC einschalte,wird max. 100mps
            aktiviert. Unter Eigenschaften der Netzwerkkarte ist '' Auto Negotiation '' eingeschaltet. Oder muß ich da
            im Bios noch was einstellen? Gruß
        "	Bei Hitzeproblemen zeigt der Computer einen Bluescreen	contradiction
Die Zeit für Eltern und Kinder zusammen zu gestalten, ist der erste Schritt zur Umsetzung der Ideen und Praktiken, die ich in diesem Buch diskutieren werde.	Laut diesem Buch sollten Eltern keine Zeit mit ihren Kindern verbringen.	contradiction
Die CIA hat dem Weißen Haus später formellere Einschätzungen bereitgestellt, die diese Schlussfolgerung bekräftigten.	Die CIA hat dem Weißen Haus nie etwas gesagt.	contradiction
Sie erkannte, dass sie vielleicht selbst seine Wut provoziert hatte.	Er war wütend, weil sie immer zu viel redet.	neutral
Oft werden solche frühen Höhlen Zeichnungen als Völkerkunst bezeichnet.	Die Wandmalereien aus früheren Zeiten waren als Volkskunst bekannt.	entailment
Beispielsweise haben einige Derivationen von der genutzten Ausstattung deutlich entfernt oder das Feld, worauf gespielt wird.	Alle Sportarten sind nach einem Sportgerät benannt.	contradiction
"hi, Mein pc ist eigentlich ganz in ordung funkioniert ganz gut auser das wenn ich defragmentieren moechte, er
            immer obstuerzt, und von alleine wider hoch faehrt. Was kann ich tun damit ich defragmentieren kann ohne das
            es bei der haelfte ab stuertzt? und warum stuerzt er immer ab . habe auch schon einene wirenscan
            durchgenomen und er sagt das ich keinen virus oder so was habe. vielen lieben dank schon mal im vorraus
        "	ich habe Treiber installiert und nun funktioniert die Kontrolle des USB nicht mehr richtig.	contradiction
In einer Hauptstadt, die wir besucht haben, sind beispielsweise über 600 Softwareunternehmen zu Hause.	Eine Hauptstadt hat eine Menge an Softwareunternehmen.	entailment
Er könnte Recht haben, und er könnte falsch liegen.	Er hat sowohl Recht als auch Unrecht.	neutral
"Hi Leute, Also wenn ich mein Pc starte kommt ganz normal alles wie es komme muss aufeinmal steht dann da.
            American Megatrends (das steht als überschrift da) 3rd Master Hard Disk: S.M.A.R.T. Status Bad, Backup and
            Replace Press F1 to Resume wenn ich dann F1 drücke fährt er sich wie gewohnt rauf zur auswahl der
            Benutzerkonten .. Was bedeutet das ? habe dieses Problem seit ein paar Tagen, liegt es vl dran da ich ein
            bischen an meine Pc gerüttelt habe ? denn irgend ein Kabel streifte irgend einen Ventilator ..
        "	"Der Hauptprozessor arbeitet im Maximum, die Antirvirenprogramme starten nicht und mein Betriebssystem ist mit
            Viren infiziert.
        "	contradiction
"hallo liebe mods, ich schreibe diesen beitrag extra in die mainboard kategorie, weil heute schon 4 mal beim
            aufrufen des p5q deluxe-sammelthreads mein trendmicro virenscanner angeschlagen hat! er meldete folgen
            virus: TSPY_ONLINEG.FXG laut trendmicro wird versucht, den virus über '' gehackte '' webseiten
            einzuschleusen... nachzulesen hier: (URL) könnt ihr mal der sache auf den grund gehen? viele grüsse t.
        "	"Auch nach der Datensicherung ist es nicht möglich im Microsoft Windows mit Nvidia-Software das BIOS
            einzurichten.
        "	contradiction
Das Indianapolis Civic Theatre hat sein Publikum seit 82 Jahren mit professionell produzierten Stücken und Musicals unterhalten und bietet eine Arena für das außergewöhnliche Talent unserer Stadt, aber das ist sicherlich nicht das Ausmaß davon.	Das Indianapolis Civic Theater produziert seit über 80 Jahren Shows.	entailment
Diese Standorte sind alle in der Nähe von Atlanta.	Alle Standorte waren in Los Angeles.	contradiction
Wir versperren unseren Eintritt in die technologische Zukunft.	Wir wollen verhindern, dass Technologie erfolgreich ist.	contradiction
"hi folgendes problem: Hab im windows mit der nvidia software versucht ein bios update durchzuführen. Hab
            vorher natürlich ein bios backup gemacht. beim aufspieln des neuen bios kam dann eine fehlermeldung. Bios
            konnte nicht initalisiert werden. Ich hab dann noch 2 andere versionen versucht zu installieren jedoch ohne
            erfolg. Dann wollte ich das backup wieder aufspielen, doch auch das wurde verweigert. Dann hab ich neustart
            gemacht, ohne erfolg. cmos jumper... ohne erfolg ..,. batterie raus hilft auch nix... was nun ????????
            Hilfe!!!!!!!!!!!!!!!!!!!!!!!!!! danke schonmal opa.oi
        "	"Nach dem Start des Betriebssystems Windows auf meinem ASUS P5Q kann ich die USB-Anschlüsse nicht mehr
            nutzen.
        "	contradiction
Dann teilen Sie ihnen mit, dass wir, sollten sie uns am Segeln zu hindern versuchen, zuerst die Dirne hängen und danach dafür kämpfen werden.	Wir werden versuchen, darüber zu streiten, sobald wir anfangen zu segeln.	entailment
Es sind noch ein oder zwei Stacheln an mir. Und mit einem Lachen ging Blood zu seiner Kabine.	Das Blut war missmutig.	contradiction
Wie wir später sehen werden, können Biosphären das durchschnittliche anhaltende Wachstum ihrer eigenen Dimensionalität maximieren.	Biosphären können das Wachstum der eigenen Dimensionen nicht kontrollieren.	contradiction
Das Gerichtsgebäude ist nicht der einzigste politische Zirkus heute morgen in Washignton.	Der politische Tag beginnt wahrscheinlich am Morgen.	neutral
Trotzdem hat Paris kürzlich Meilen von Radwegen erschaffen in der gesamten Stadt durchkreuzt. um das Radfahren sicherer (und beliebter) zu machen.	Es ist sicherer in Paris Fahrrad zu fahren.	entailment
Nun, ich bin in Texas und wir haben einen Lehrer, der an AIDS gestorben ist	Ich bin noch nie in Texas gewesen.	contradiction
Das Unerhörte und Konservative, lernt man, koexistiert hier ohne viel Aufhebens.	Leute vertragen sich gut.	entailment
"Hallo, habe mir ein Asus P5Q geholt und am Anfang lief alles prima. Hab mir direkt ausm Netz von der Asus
            Seite die neusten Chipsatztreiber geholt und installiert. Nach dem reboot sind die USB-Ports wie tot Beim
            hochfahren gehen sie, sprich Hardwaredefekt liegt keiner vor. Sobald der Windowsladebildschirm kommt. Geht
            die Maus aus und nichts geht mehr. Hab dann mit der Tastatur mal im Hardwaremanager geguckt und siehe da bei
            USB-Port-Hub sind überall Ausrufungszeichen. Wenn ich dann von dann die USB Treiber manuell installieren
            will steht nur da. Sie haben WinXP SP2 sie brauchen diese Treiber nicht. System: Asus P5Q E8400 Ati 3850 2
            GB G-Data Vitesta Ram Hoffe jemand kann mir da helfen. Vielen Dank im vorarus!
        "	Mein PC ist von einem Trojaner befallen.	contradiction
Ein Großteil der Forschung über Quinceaeeras zeigt, dass Familien eine kulturhistorische Tradition beibehalten wollen und die Feier des fünfzehnten Geburtstages einer Tochter ist ein Mittel, die kulturellen Bindungen an ein lateinamerikanisches Erbe fortzusetzen.	Geburtstage sind fast immer teuer.	neutral
und ah, es erschien plötzlich, ich weiß nicht von wo es kommt, aber	Es kommt schnell vorbei, aber ich weiß, wo es herkommen könnte.	neutral
Aber ich vermute, dass trotz dieses Ernstes Lord Julian unter der Maske heimlich erfreut war.	Julian fand die Situation lustig.	neutral
und das was ich denke wird sehr interessant sein was wir diesbezüglich tun. Ich meine wir müssen unsere Representanten wechseln.	Ich denke, es wird eine Herausforderung sein, unsere Vertreter zu wechseln, aber am Ende lohnt es sich.	neutral
"Hallo, folgende Frage: Kann es passieren, dass ein Trojaner/Virus oder ähnliches Schadprogramm sich heimlich
            aufs Mainboard flasht (also eine veränderte Firmware), und selbst nach OS-Neuinstallation dann wieder das
            System infiziert ? Und falls das passieren kann: Ist es nur von Windows aus möglich (also ein Schadprogramm,
            dass von Windows aus agiert), oder könnte es auch über Ubuntu passieren (falls das Schadprogramm root-Rechte
            erlangt) ? Wenn man zu 100% sicher sein will, muss man dann sein das Mainboard austauschen ?
        "	Unter dem Betriebssystem Windows Vista 64Bit kommt es zu einer hohen Auslastung der CPU.	contradiction
Becky, Stephanie, Marcus und Emily und Studenten wie ihnen bedeutet es alles.	Becky ist Studentin.	entailment
"Hallo Leute! Ich habe mir vor ein paar Tagen einen neuen PC gekauft. Hier einmal die Daten: Intel Core 2 Quad
            Q6600 4* 2,40 GhZ ASUS P5N-D Motherboard Geforce 9600 GT SLI 4 GB Ram Windows Vista 64 Bit und falls auch
            relevant: Kasoersky Internet Security 7.0 So und jetzt zu meinem Problem. Ich bin am Desktop und schau auf
            die Prozessorauslastung und bei allen 4 Kernen sind 2 Stellige Prozentbereiche obwohl ich nichts mache, ich
            bin nur am Desktop. Im Moment waren es gerade bei allen 4 Kernen mehr als 30% Egal was ich mache es ist nur
            am Stocken, selbst wenn ich nen Ordner öffne. So ich bitte um eure Hilfe und zahlreiche Antworten. MFG Sylar
        "	Nach dem Update meines BIOS fährt mein Rechner nicht mehr hoch.	contradiction
Was die Software angeht, ist die Behörde eine bewährte Organisation, die überprüft, dass die Software auch wirklich von der angegebenen Quelle kommt.	Die Behörde arbeitet als eine unabhängige Organisation.	entailment
"hi, Mein pc ist eigentlich ganz in ordung funkioniert ganz gut auser das wenn ich defragmentieren moechte, er
            immer obstuerzt, und von alleine wider hoch faehrt. Was kann ich tun damit ich defragmentieren kann ohne das
            es bei der haelfte ab stuertzt? und warum stuerzt er immer ab . habe auch schon einene wirenscan
            durchgenomen und er sagt das ich keinen virus oder so was habe. vielen lieben dank schon mal im vorraus
        "	Ich möchte einen Trojaner mit Antivir löschen.	contradiction
Letztes Jahr haben Sie großzügigerweise ... $ gespendet.	Sie haben letztes Jahr Geld gespendet.	entailment
Mit dem Eintritt in den Gemeinsamen Markt im Jahr 1981 wurden die wirtschaftlichen Aussichten Griechenlands gestärkt.	Griechenlands Eintritt in den Gemeinsamen Markt war gut für seine wirtschaftlichen Aussichten.	entailment
Eine zunehmende Menge an Nachweisen demonstriert, dass Interventionen in der Notaufnahme sich als effektiv erwiesen haben und dass Behandlungsüberweisungen funktionieren.	Es gibt nichts, was eine Notfallabteilung in diesen Fällen tun kann.	contradiction
"Hallo Ich habe folgendes Problem. Wenn ich Daten von einer USB Festplatte auf die Interne Platte kopiere
            hängt der ganze PC. Die Interne Platte hängt am Asus EZ Backup Controller und ist gespiegelt. Als
            Betriebsystem kommt Windows 2003 zum einsatz. Kennt jemand das Problem Und kann ich die Platten einfach
            umstecken auf den Intel Kontroller.???? Oder verliere ich alle Daten??
        "	Ich möchte einen Trojaner mit Antivir löschen.	contradiction
Im Gegensatz, die Auswirkung des Volumens is höher in den Staaten als in Frankreich weil die Staaten niedrigere Postdichten und grössere variationen in Volumen haben.	In den Vereinigten Staaten wirkt sich das Volumen wesentlich stärker aus.	entailment
"Hi, mich macht das EZ Backup und Raid Zeug ganz wirr ;-) Hab Sata 1, 3 und 4 belegt. Kann ich da nun noch
            eine 4. Sata Platte anklemmen? Der Brenner auf Sata 4 läuft auf Slave, für ein Firmwareupdate sollte er aber
            auf (Secondary) Master laufen, was macht man da? Danke Gruß Blondy
        "	"ich möchte eine mir fremde Datei von meinem Desktop löschen, die nach der Installation von Programmen dort
            abgelegt wurde.
        "	contradiction
Ich kann mich nicht erinnern, was es war, aber plötzlich wurde ich wirklich nervös, dass ich zum ersten Mal in die Schule gehen würde und das war wahrscheinlich der stressigste Tag meines Lebens.	Ich war wirklich entspannt, was den Schulanfang angeht.	contradiction
Die Fluglotsen des Washington Centers suchten nach dem Flug, aber ihnen wurde nicht gesagt, dass sie nach Primärradarechos suchen sollten.	Die Kontrolleure haben nicht nach primären Radar Erlösen gesucht.	entailment
Ja, ich erinnere mich noch daran, wie meine Großeltern und ich raus auf die Straße gegangen sind und Bierdosen ausfgesammelt haben und hmm	Ich half meinen Großeltern dabei, Dosen von der Straße aufzusammeln.	entailment
"Hallo Leute! Ein Bekannter von mir hat folgendes Problem: Immer wenn er mit Kaspersky seine Festplatte auf
            Viren überprüft bekommt er einen Blue Screen mit Error 77 bzw. 77a angezeigt. Er hat gehört das dieses auf
            eine defekte Festplatte hinweist. Allerdings erreicht sein Prozessor unter Last 67°C und das Problem tritt
            auch sporadisch bei Spielen und im Sommer wenn das Dachgeschoss ohnehin schon warm ist auf. Habt Ihr dort
            eine Idee bzw. Lösungsvorschlag um den Fehler zu beheben? Mfg wiesenpieper
        "	Bei Hitzeproblemen zeigt der Computer einen Bluescreen	entailment
Veränderungsmanagement beim Post- und Lieferservice, Ed.	Es gibt Menschen, deren einzige Aufgabe es ist, die Veränderungen in der Post- und Lieferindustrie zu bewältigen.	neutral
"hallo liebe mods, ich schreibe diesen beitrag extra in die mainboard kategorie, weil heute schon 4 mal beim
            aufrufen des p5q deluxe-sammelthreads mein trendmicro virenscanner angeschlagen hat! er meldete folgen
            virus: TSPY_ONLINEG.FXG laut trendmicro wird versucht, den virus über '' gehackte '' webseiten
            einzuschleusen... nachzulesen hier: (URL) könnt ihr mal der sache auf den grund gehen? viele grüsse t.
        "	Mein Rechner startet das System fehlerhaft.	contradiction
Trotz der anhaltenden Großzügigkeit der Spender verfügt das Museum über Programme und Operationen, die jedes Jahr nicht finanziert werden.	Das Museum erreicht immer sein Finanzierungsziel.	contradiction
Die Zeit sieht Schwierigkeiten für den SAT voraus.	Es wird Probleme für den SAT in der Zeit geben.	entailment
"Hallo, habe mir ein Asus P5Q geholt und am Anfang lief alles prima. Hab mir direkt ausm Netz von der Asus
            Seite die neusten Chipsatztreiber geholt und installiert. Nach dem reboot sind die USB-Ports wie tot Beim
            hochfahren gehen sie, sprich Hardwaredefekt liegt keiner vor. Sobald der Windowsladebildschirm kommt. Geht
            die Maus aus und nichts geht mehr. Hab dann mit der Tastatur mal im Hardwaremanager geguckt und siehe da bei
            USB-Port-Hub sind überall Ausrufungszeichen. Wenn ich dann von dann die USB Treiber manuell installieren
            will steht nur da. Sie haben WinXP SP2 sie brauchen diese Treiber nicht. System: Asus P5Q E8400 Ati 3850 2
            GB G-Data Vitesta Ram Hoffe jemand kann mir da helfen. Vielen Dank im vorarus!
        "	Was bedeutet eine bestimmte SMART-Meldung beim Booten?	contradiction
